"Nr. crt.","Regiune","Județ","Legislație/Mecanism finanțare","Autoritatea finanțatoare","Local/ central","Domeniu","An","Lista ONG","Suma","Contact ONG-WEBSITE","","{=INDEX(Autoritatea finanțatoare,MATCH(0,COUNTIF($D$4:D4,list),0))}"
"175","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Cultură","2017","Asociaţia PRO FORTUNA","12,000","","",""
"176","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Educaţie","2017","Asociaţia Profesorilor de Educaţie Fizică şi Sport din judeţul Arad","5,000","http://www.apefsarad.com/","",""
"177","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Educaţie","2017","Asociaţia EDU4FUTURE","5,000","","",""
"178","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Educaţie","2017","Asociaţia SAN LIFE","11,500","https://sanlife.ro/","",""
"179","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Educaţie","2017","Fundaţia Universitară „Vasile Goldiş” din Arad","5,000","https://www.uvvg.ro/site/","",""
"180","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Educaţie","2017","Fundaţia Universitară „Vasile Goldiş” din Arad","5,000","https://www.uvvg.ro/site/","",""
"181","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Educaţie","2017","Organizaţia Tinerilor cu Iniţiativă","8,500","http://www.oti-online.ro/site/index.php/en/","",""
"182","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Cultură","2017","Asociaţia „Integrare prin Cultură”","9,000","","",""
"183","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Cultură","2017","Asociaţia Maris","7,000","","",""
"184","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Cultură","2017","Uniunea Jurnaliştilor din Mass-Media Minorităţilor Etnice","4,000","https://ujmme.webnode.ro/","",""
"185","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Asociaţia „Dreptul la Cultură, Educaţie şi Sport” Arad","7,000","","",""
"186","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Asociaţia pentru Apărarea şi Cultivarea Francofoniei AMIFRAN","6,000","http://www.amifran.ro/1index.php","",""
"187","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Asociaţia ASPIS","5,000","https://www.asociatia-aspis.ro/","",""
"188","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Asociaţia Centrul de Excelenţă Arad","11,000","http://www.centruldeexcelenta.ro/","",""
"189","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Asociaţia „Jocuri, Culoare şi Magie”","4,000","","",""
"190","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Asociaţia MEO","7,000","","",""
"191","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Asociaţia „PRO FORTUNA”","9,000","","",""
"192","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Fundaţia Universitară „Vasile Goldiş” din Arad","4,000","https://www.uvvg.ro/site/","",""
"193","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Tineret","2017","Fundaţia Universitară „Vasile Goldiş” din Arad","7,000","https://www.uvvg.ro/site/","",""
"194","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Asociaţia Club Sportiv Fan Arad","20,000","","",""
"195","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Asociaţia Clubul Sportiv „Voinţa” Arad","18,000","","",""
"196","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Asociaţia Clubul Sportiv „Voinţa” Arad","8,700","","",""
"197","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Asociaţia Clubul Sportiv „Voinţa” Arad","5,000","","",""
"198","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Asociaţia Clubul Sportiv „Voinţa” Arad","9,000","","",""
"199","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Asociaţia Judeţeană de Fotbal Arad","180,000","http://www.ajfarad.ro/","",""
"200","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Club Sportiv „ATLETICO” Arad","40,000","http://www.atletico.ro/","",""
"201","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Club Sportiv „ATLETICO” Arad","30,000","http://www.atletico.ro/","",""
"202","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Club Sportiv „ATLETICO” Arad","30,000","http://www.atletico.ro/","",""
"203","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Club Sportiv WESTAR Arad","9,000","http://www.westar-arad.ro/","",""
"204","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Asociaţia Club Sportiv UTA „Bătrâna Doamnă”","180,000","https://www.uta-arad.ro/","",""
"205","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Sport","2017","Clubul Sportiv Vegas International Kart","70,000","","",""
"206","Vest","Arad","Legea 350/2005","Centrul Cultural Judeţean Arad","Local","Protecţia mediului","2017","Asociaţia Profesorilor de Educaţie Fizică şi Sport din judeţul Arad","10,000","http://www.apefsarad.com/","",""
"207","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Casa de Cultură „Tudor Muşatescu""","20,000","","",""
"208","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Casa de Cultură a Sindicatelor Câmpulung","10,000","http://www.anccsr.ro/","",""
"209","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Asociaţia Culturală Acapella","15,000","","",""
"210","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Titov Mihaela Ramona","5,000","http://www.titovart.ro/despre-scoala-de-dans-titovart/#2","",""
"211","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Fundaţia Academia Internaţională Orient Occident","7,000","","",""
"212","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Asociaţia YF Youth and Future","30,000","http://www.youthandfuture.ro/despre.php","",""
"213","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Asociaţia 3fest","25,000","","",""
"214","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Asociaţia Art à la carte","20,000","","",""
"215","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Asociaţia Fotoclub Lens Piteşti","2,000","","",""
"216","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Asociaţia Cealaltă Românie","10,000","","",""
"217","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Iulian Selea","20,000","","",""
"218","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Mihail Oprescu","26,000","http://www.mihailoprescu.ro/","",""
"219","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Tineret","2014","Asociaţia Masterclass","20,000","","",""
"220","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Tineret","2014","Răzvan Soilică","10,000","","",""
"221","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2014","Asociaţia Studenţilor Universitătii din Piteşti","20,000","http://www.asup-pitesti.ro/despre-noi","",""
"222","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Clubul de Dans Sportiv „Starfix""","20,000","","",""
"223","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Clubul Sportiv Campion Argeş","10,000","","",""
"224","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Clubul Sportiv Procar Racing Team","10,000","","",""
"225","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Tenis Club Curtea de Argeş","30,000","http://www.astenisclub.ro/","",""
"226","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Clubul Sportiv Brothers Motor Sport","10,000","","",""
"227","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Ioana Mincă","30,000","","",""
"228","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Clubul Sportiv Preda Piteşti","40,000","https://clubulsportivpreda.wordpress.com/","",""
"229","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Clubul Sportiv Tenis Club AS","40,000","http://www.tcas.ro/","",""
"230","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Clubul Sportiv Handbal Club Argeş","900,000","","",""
"231","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Asociaţia Sportivă Speranţa Costeşti","10,000","","",""
"232","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","Asociaţia Judeţeană de Fotbal","40,000","http://www.frf-ajf.ro/arges","",""
"233","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2014","CS Olimpic Team Autoconstruct","20,000","","",""
"234","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Iulian Selea","6,000","","",""
"235","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Tineret","2015","Asociaţia Studenţilor Universității din Piteşti Carol I","6,000","http://www.asup-pitesti.ro/","",""
"236","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Fundaţia Academia Internaţională Orient Occident","8,000","","",""
"237","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","ANSR Filiala Teritorială a Surzilor Pitești","8,000","https://ansrcn.wordpress.com/filiala-pitesti/","",""
"238","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Mihail Oprescu","6,000","http://www.mihailoprescu.ro/","",""
"239","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Asociația Cealaltă Românie","10,000","","",""
"240","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Casa de Cultură Tudor Mușatescu","18,000","","",""
"241","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Asociația Vocart","15,000","","",""
"242","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Asociaţia Art à la carte","25,000","","",""
"243","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Asociaţia Folclorică ""Trivale Junior''","10,000","","",""
"244","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Asociaţia Română de Tineret Muntenia","5,000","http://tineretmuntenia.ro/","",""
"245","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Asociația Culturală de Tineret VATRA","10,000","","",""
"246","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Casa de Cultură a Sindicatelor Câmpulung","8,000","http://www.anccsr.ro/","",""
"247","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2015","Asociația pentru Dezvoltare GHEP art","6,000","","",""
"248","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Clubul de Dans Sportiv „Starfix""","8,000","","",""
"249","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Clubul Sportiv Preda Piteşti","10,000","https://clubulsportivpreda.wordpress.com/","",""
"250","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Ioana Mincă","7,000","","",""
"251","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Asociația Sportivă FC Argeș Pitești 1953","20,000","http://www.fcarges1953.ro/","",""
"252","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Clubul Sportiv Vallino Rally Team","10,000","","",""
"253","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Clubul Sportiv Brothers Motor Sport","8,000","","",""
"254","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Clubul Sportiv Total Sport Argeș","8,000","","",""
"255","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Asociația Tenis Club AS","25,000","","",""
"256","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Asociația Clubul Sportiv Olimpic Team Autoconstruct","10,000","","",""
"257","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Asociația Județeană de Fotbal","10,000","http://www.frf-ajf.ro/arges","",""
"258","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Asociația Județeană de Atletism Argeș","8,000","","",""
"259","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Clubul Sportiv Campion Argeş","5,000","","",""
"260","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2015","Asociația Clubul de Dans Total Dance Pitești","15,000","http://www.totaldance.ro/","",""
"261","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Tineret","2017","Asociaţia de Turism şi Ecologie pentru Tineret Zimbrul Carpatin","6,000","http://zimbrul-carpatin.ro/","",""
"262","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2017","Asociaţia Musicando con Adina Sima","18,000","","",""
"263","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2017","Asociaţia Art à la carte","30,000","","",""
"264","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2017","Asociaţia „Teatrul Pentru Toti""","25,000","","",""
"265","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2017","Asociaţia Folclorică ""Trivale Junior''","22,000","","",""
"266","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Tineret","2017","Asociaţia Română de Tineret Muntenia","5,000","http://tineretmuntenia.ro/","",""
"267","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Tineret","2017","Asociaţia Studenţilor Universităţii Piteşti Carol I","5,000","http://www.asup-pitesti.ro/","",""
"268","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2017","Asociaţia Vocart","20,000","","",""
"269","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2017","Fundaţia Academia Internaţională Orient Occident","12,000","","",""
"270","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Cultură","2017","Fundaţia Memorialul Închisoarea Piteşti","15,000","http://pitestiprison.org/","",""
"271","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2017","Clubul Sportiv Preda Piteşti","13,500","https://clubulsportivpreda.wordpress.com/","",""
"272","Sud-Muntenia","Argeș","Legea 350/2005","Consiliul Județean Argeș","Local","Sport","2017","Tenis Club AS Piteşti","18,000","http://www.tcas.ro/","",""
"273","Sud-Muntenia","Argeș","Legea 292/2011","Consiliul Județean Argeș","Local","Social","2013","Asociația de Sprijin a Copiilor Handicapați Fizic România - Filiala Argeș","28,196","http://www.aschfr.ro/index.php?s=2&ss=13&fil=3","",""
"274","Sud-Muntenia","Argeș","OUG 68/2003","Consiliul Județean Argeș","Local","Social","2013","Fundația ""Copii în dificultate"" București","42,101","http://www.cid.org.ro/","",""
"275","Sud-Muntenia","Argeș","OUG 68/2003","Consiliul Județean Argeș","Local","Social","2013","Asociația Handicapaților Neromotor Argeș","7,029","","",""
"276","Sud-Muntenia","Argeș","Legea 292/2011","Consiliul Județean Argeș","Local","Social","2014","Asociația de Sprijin a Copiilor Handicapați Fizic România - Filiala Argeș","25,200","http://www.aschfr.ro/index.php?s=2&ss=13&fil=3","",""
"277","Sud-Muntenia","Argeș","OUG 68/2003","Consiliul Județean Argeș","Local","Social","2014","Fundația ""Copii în dificultate"" București","55,608","http://www.cid.org.ro/","",""
"278","Sud-Muntenia","Argeș","OUG 68/2003","Consiliul Județean Argeș","Local","Social","2014","Asociația Handicapaților Neromotor Argeș","12,109","","",""
"279","Sud-Muntenia","Argeș","OUG 68/2003","Consiliul Județean Argeș","Local","Social","2014","Fundația Umanitară de Orientare și Integrare Socială ""Hand-Rom""","256,987","http://handrom.info/","",""
